Date,Hour,Temperature,PrecipIntensity,Date_Hour,Year
12/30/2018,15,63.19,0,2018-12-30-15,2018
12/30/2018,16,62.22,0,2018-12-30-16,2018
12/30/2018,17,59.12,0,2018-12-30-17,2018
12/30/2018,18,56.77,0,2018-12-30-18,2018
12/30/2018,19,54.79,0,2018-12-30-19,2018
12/30/2018,20,53.16,0,2018-12-30-20,2018
12/30/2018,21,52.25,0,2018-12-30-21,2018
12/30/2018,22,51.73,0,2018-12-30-22,2018
12/30/2018,23,50.96,0,2018-12-30-23,2018
12/29/2018,0,48.24,0,2018-12-29-00,2018
12/29/2018,1,46.99,0,2018-12-29-01,2018
12/29/2018,2,45.58,0,2018-12-29-02,2018
12/29/2018,3,44.78,0,2018-12-29-03,2018
12/29/2018,4,44.56,0,2018-12-29-04,2018
12/29/2018,5,44.11,0,2018-12-29-05,2018
12/29/2018,6,43.97,0,2018-12-29-06,2018
12/29/2018,7,43.24,0,2018-12-29-07,2018
12/29/2018,8,45.25,0,2018-12-29-08,2018
12/29/2018,9,50.13,0,2018-12-29-09,2018
12/29/2018,10,54.7,0,2018-12-29-10,2018
12/29/2018,11,56.79,0,2018-12-29-11,2018
12/29/2018,12,58.46,0,2018-12-29-12,2018
12/29/2018,13,60.04,0,2018-12-29-13,2018
12/29/2018,14,61.29,0,2018-12-29-14,2018
12/29/2018,15,61.63,0,2018-12-29-15,2018
12/29/2018,16,60.98,0,2018-12-29-16,2018
12/29/2018,17,58.63,0,2018-12-29-17,2018
12/29/2018,18,56.69,0,2018-12-29-18,2018
12/29/2018,19,54.64,0,2018-12-29-19,2018
12/29/2018,20,53.47,0,2018-12-29-20,2018
12/29/2018,21,52.43,0,2018-12-29-21,2018
12/29/2018,22,51.39,0,2018-12-29-22,2018
12/29/2018,23,50.91,0,2018-12-29-23,2018
12/28/2018,0,52.28,0,2018-12-28-00,2018
12/28/2018,1,51.33,0,2018-12-28-01,2018
12/28/2018,2,51.34,0,2018-12-28-02,2018
12/28/2018,3,50.49,0,2018-12-28-03,2018
12/28/2018,4,50.1,0,2018-12-28-04,2018
12/28/2018,5,49.7,0,2018-12-28-05,2018
12/28/2018,6,48.9,0,2018-12-28-06,2018
12/28/2018,7,48.88,0,2018-12-28-07,2018
12/28/2018,8,49.56,0,2018-12-28-08,2018
12/28/2018,9,52.61,0,2018-12-28-09,2018
12/28/2018,10,54.57,0,2018-12-28-10,2018
12/28/2018,11,56.12,0,2018-12-28-11,2018
12/28/2018,12,57.61,0,2018-12-28-12,2018
12/28/2018,13,58.7,0,2018-12-28-13,2018
12/28/2018,14,59.31,0,2018-12-28-14,2018
12/28/2018,15,59.48,0,2018-12-28-15,2018
12/28/2018,16,58.97,0,2018-12-28-16,2018
12/28/2018,17,56.83,0,2018-12-28-17,2018
12/28/2018,18,55.21,0,2018-12-28-18,2018
12/28/2018,19,53.15,0,2018-12-28-19,2018
12/28/2018,20,51.66,0,2018-12-28-20,2018
12/28/2018,21,50.44,0,2018-12-28-21,2018
12/28/2018,22,49.87,0,2018-12-28-22,2018
12/28/2018,23,48.91,0,2018-12-28-23,2018
12/27/2018,0,52.5,0,2018-12-27-00,2018
12/27/2018,1,51.29,0,2018-12-27-01,2018
12/27/2018,2,50.74,0,2018-12-27-02,2018
12/27/2018,3,50.09,0,2018-12-27-03,2018
12/27/2018,4,49.58,0,2018-12-27-04,2018
12/27/2018,5,49.73,0,2018-12-27-05,2018
12/27/2018,6,49.78,0,2018-12-27-06,2018
12/27/2018,7,50,0,2018-12-27-07,2018
12/27/2018,8,50.73,0,2018-12-27-08,2018
12/27/2018,9,53.58,0,2018-12-27-09,2018
12/27/2018,10,56.77,0,2018-12-27-10,2018
12/27/2018,11,59.05,0,2018-12-27-11,2018
12/27/2018,12,60.73,0,2018-12-27-12,2018
12/27/2018,13,62.36,0,2018-12-27-13,2018
12/27/2018,14,62.71,0,2018-12-27-14,2018
12/27/2018,15,62.34,0,2018-12-27-15,2018
12/27/2018,16,61.32,0,2018-12-27-16,2018
12/27/2018,17,58.18,0,2018-12-27-17,2018
12/27/2018,18,56.22,0,2018-12-27-18,2018
12/27/2018,19,55.2,0,2018-12-27-19,2018
12/27/2018,20,54.32,0,2018-12-27-20,2018
12/27/2018,21,53.92,0,2018-12-27-21,2018
12/27/2018,22,53.81,0,2018-12-27-22,2018
12/27/2018,23,53.28,0,2018-12-27-23,2018
12/26/2018,0,54.67,0,2018-12-26-00,2018
12/26/2018,1,54,0,2018-12-26-01,2018
12/26/2018,2,52.66,0,2018-12-26-02,2018
12/26/2018,3,52.38,0,2018-12-26-03,2018
12/26/2018,4,50.38,0,2018-12-26-04,2018
12/26/2018,5,49.8,0,2018-12-26-05,2018
12/26/2018,6,49.81,0,2018-12-26-06,2018
12/26/2018,7,49.44,0,2018-12-26-07,2018
12/26/2018,8,50.63,0,2018-12-26-08,2018
12/26/2018,9,55.45,0,2018-12-26-09,2018
12/26/2018,10,58.63,0,2018-12-26-10,2018
12/26/2018,11,61.18,0,2018-12-26-11,2018
12/26/2018,12,62.73,0,2018-12-26-12,2018
12/26/2018,13,63.64,0,2018-12-26-13,2018
12/26/2018,14,64.85,0,2018-12-26-14,2018
12/26/2018,15,65.43,0,2018-12-26-15,2018
12/26/2018,16,64.78,0,2018-12-26-16,2018
12/26/2018,17,61.48,0,2018-12-26-17,2018
12/26/2018,18,59.04,0,2018-12-26-18,2018
12/26/2018,19,57.44,0,2018-12-26-19,2018
12/26/2018,20,55.81,0,2018-12-26-20,2018
12/26/2018,21,55.01,0,2018-12-26-21,2018
12/26/2018,22,54.22,0,2018-12-26-22,2018
12/26/2018,23,52.95,0,2018-12-26-23,2018
12/25/2018,0,58.25,0.044,2018-12-25-00,2018
12/25/2018,1,57.96,0.0135,2018-12-25-01,2018
12/25/2018,2,57.7,0.0295,2018-12-25-02,2018
12/25/2018,3,57.13,0.0015,2018-12-25-03,2018
12/25/2018,4,56.38,0,2018-12-25-04,2018
12/25/2018,5,55.65,0,2018-12-25-05,2018
12/25/2018,6,55.11,0,2018-12-25-06,2018
12/25/2018,7,54.17,0,2018-12-25-07,2018
12/25/2018,8,54.3,0,2018-12-25-08,2018
12/25/2018,9,55.63,0,2018-12-25-09,2018
12/25/2018,10,57.82,0,2018-12-25-10,2018
12/25/2018,11,60,0,2018-12-25-11,2018
12/25/2018,12,61.9,0,2018-12-25-12,2018
12/25/2018,13,63.21,0,2018-12-25-13,2018
12/25/2018,14,63.85,0,2018-12-25-14,2018
12/25/2018,15,64.13,0,2018-12-25-15,2018
12/25/2018,16,63.04,0,2018-12-25-16,2018
12/25/2018,17,60.73,0,2018-12-25-17,2018
12/25/2018,18,59.16,0,2018-12-25-18,2018
12/25/2018,19,57.66,0,2018-12-25-19,2018
12/25/2018,20,56.9,0,2018-12-25-20,2018
12/25/2018,21,56.48,0,2018-12-25-21,2018
12/25/2018,22,56.13,0,2018-12-25-22,2018
12/25/2018,23,55.31,0,2018-12-25-23,2018
12/24/2018,0,56.6,0,2018-12-24-00,2018
12/24/2018,1,57.02,0,2018-12-24-01,2018
12/24/2018,2,55.77,0,2018-12-24-02,2018
12/24/2018,3,55.27,0,2018-12-24-03,2018
12/24/2018,4,54.43,0,2018-12-24-04,2018
12/24/2018,5,54.45,0,2018-12-24-05,2018
12/24/2018,6,54.1,0,2018-12-24-06,2018
12/24/2018,7,53.98,0,2018-12-24-07,2018
12/24/2018,8,54.65,0,2018-12-24-08,2018
12/24/2018,9,57.53,0,2018-12-24-09,2018
12/24/2018,10,59.3,0,2018-12-24-10,2018
12/24/2018,11,62.39,0,2018-12-24-11,2018
12/24/2018,12,65.01,0,2018-12-24-12,2018
12/24/2018,13,66.38,0,2018-12-24-13,2018
12/24/2018,14,66.7,0,2018-12-24-14,2018
12/24/2018,15,66.14,0,2018-12-24-15,2018
12/24/2018,16,64.12,0,2018-12-24-16,2018
12/24/2018,17,61.45,0,2018-12-24-17,2018
12/24/2018,18,59.96,0,2018-12-24-18,2018
12/24/2018,19,58.99,0,2018-12-24-19,2018
12/24/2018,20,58.46,0,2018-12-24-20,2018
12/24/2018,21,58.27,0,2018-12-24-21,2018
12/24/2018,22,58.39,0.002,2018-12-24-22,2018
12/24/2018,23,58.45,0.017,2018-12-24-23,2018
12/23/2018,0,56.55,0,2018-12-23-00,2018
12/23/2018,1,55.84,0,2018-12-23-01,2018
12/23/2018,2,55.43,0,2018-12-23-02,2018
12/23/2018,3,53.63,0,2018-12-23-03,2018
12/23/2018,4,54.07,0,2018-12-23-04,2018
12/23/2018,5,53.05,0,2018-12-23-05,2018
12/23/2018,6,52.68,0,2018-12-23-06,2018
12/23/2018,7,53.22,0,2018-12-23-07,2018
12/23/2018,8,53.3,0,2018-12-23-08,2018
12/23/2018,9,55.94,0,2018-12-23-09,2018
12/23/2018,10,60.02,0,2018-12-23-10,2018
12/23/2018,11,61.82,0,2018-12-23-11,2018
12/23/2018,12,63.56,0,2018-12-23-12,2018
12/23/2018,13,65.58,0,2018-12-23-13,2018
12/23/2018,14,66.01,0,2018-12-23-14,2018
12/23/2018,15,66.03,0,2018-12-23-15,2018
12/23/2018,16,64.25,0,2018-12-23-16,2018
12/23/2018,17,62.35,0,2018-12-23-17,2018
12/23/2018,18,60.72,0,2018-12-23-18,2018
12/23/2018,19,59.44,0,2018-12-23-19,2018
12/23/2018,20,59,0,2018-12-23-20,2018
12/23/2018,21,57.84,0,2018-12-23-21,2018
12/23/2018,22,57.2,0,2018-12-23-22,2018
12/23/2018,23,56.52,0,2018-12-23-23,2018
12/22/2018,0,56.47,0,2018-12-22-00,2018
12/22/2018,1,56.33,0,2018-12-22-01,2018
12/22/2018,2,55.47,0,2018-12-22-02,2018
12/22/2018,3,55.54,0,2018-12-22-03,2018
12/22/2018,4,53.85,0,2018-12-22-04,2018
12/22/2018,5,53.43,0,2018-12-22-05,2018
12/22/2018,6,52.98,0,2018-12-22-06,2018
12/22/2018,7,53.49,0,2018-12-22-07,2018
12/22/2018,8,53.5,0,2018-12-22-08,2018
12/22/2018,9,57.68,0,2018-12-22-09,2018
12/22/2018,10,61.3,0,2018-12-22-10,2018
12/22/2018,11,64.3,0,2018-12-22-11,2018
12/22/2018,12,67.04,0,2018-12-22-12,2018
12/22/2018,13,69.31,0,2018-12-22-13,2018
12/22/2018,14,69.94,0,2018-12-22-14,2018
12/22/2018,15,69.42,0,2018-12-22-15,2018
12/22/2018,16,66.75,0,2018-12-22-16,2018
12/22/2018,17,63.06,0,2018-12-22-17,2018
12/22/2018,18,60.94,0,2018-12-22-18,2018
12/22/2018,19,59.76,0,2018-12-22-19,2018
12/22/2018,20,58.64,0,2018-12-22-20,2018
12/22/2018,21,58.24,0,2018-12-22-21,2018
12/22/2018,22,57.55,0,2018-12-22-22,2018
12/22/2018,23,56.41,0,2018-12-22-23,2018
12/21/2018,0,59.42,0,2018-12-21-00,2018
12/21/2018,1,58.88,0,2018-12-21-01,2018
12/21/2018,2,58.26,0,2018-12-21-02,2018
12/21/2018,3,57.8,0,2018-12-21-03,2018
12/21/2018,4,58.16,0,2018-12-21-04,2018
12/21/2018,5,57.99,0,2018-12-21-05,2018
12/21/2018,6,57.16,0,2018-12-21-06,2018
12/21/2018,7,57.36,0,2018-12-21-07,2018
12/21/2018,8,59.27,0,2018-12-21-08,2018
12/21/2018,9,59.71,0,2018-12-21-09,2018
12/21/2018,10,62.62,0,2018-12-21-10,2018
12/21/2018,11,65.77,0,2018-12-21-11,2018
12/21/2018,12,67.93,0,2018-12-21-12,2018
12/21/2018,13,68.77,0,2018-12-21-13,2018
12/21/2018,14,69.85,0,2018-12-21-14,2018
12/21/2018,15,70.17,0,2018-12-21-15,2018
12/21/2018,16,68.13,0,2018-12-21-16,2018
12/21/2018,17,64.91,0,2018-12-21-17,2018
12/21/2018,18,62.95,0,2018-12-21-18,2018
12/21/2018,19,61.71,0,2018-12-21-19,2018
12/21/2018,20,60.67,0,2018-12-21-20,2018
12/21/2018,21,59.95,0,2018-12-21-21,2018
12/21/2018,22,58.2,0,2018-12-21-22,2018
12/21/2018,23,57.61,0,2018-12-21-23,2018
12/20/2018,0,57.92,0,2018-12-20-00,2018
12/20/2018,1,57.08,0,2018-12-20-01,2018
12/20/2018,2,56.23,0,2018-12-20-02,2018
12/20/2018,3,56.24,0,2018-12-20-03,2018
12/20/2018,4,55.35,0,2018-12-20-04,2018
12/20/2018,5,54.89,0,2018-12-20-05,2018
12/20/2018,6,54.81,0,2018-12-20-06,2018
12/20/2018,7,54.26,0,2018-12-20-07,2018
12/20/2018,8,56.7,0,2018-12-20-08,2018
12/20/2018,9,63.33,0,2018-12-20-09,2018
12/20/2018,10,68.48,0,2018-12-20-10,2018
12/20/2018,11,71.89,0,2018-12-20-11,2018
12/20/2018,12,74.92,0,2018-12-20-12,2018
12/20/2018,13,76.57,0,2018-12-20-13,2018
12/20/2018,14,78.32,0,2018-12-20-14,2018
12/20/2018,15,77.49,0,2018-12-20-15,2018
12/20/2018,16,74.08,0,2018-12-20-16,2018
12/20/2018,17,68.05,0,2018-12-20-17,2018
12/20/2018,18,66.18,0,2018-12-20-18,2018
12/20/2018,19,64.36,0,2018-12-20-19,2018
12/20/2018,20,62.74,0,2018-12-20-20,2018
12/20/2018,21,60.8,0,2018-12-20-21,2018
12/20/2018,22,60,0,2018-12-20-22,2018
12/20/2018,23,59.08,0,2018-12-20-23,2018
12/19/2018,0,56,0,2018-12-19-00,2018
12/19/2018,1,54.85,0,2018-12-19-01,2018
12/19/2018,2,54.29,0,2018-12-19-02,2018
12/19/2018,3,53.74,0,2018-12-19-03,2018
12/19/2018,4,54.53,0,2018-12-19-04,2018
12/19/2018,5,53.6,0,2018-12-19-05,2018
12/19/2018,6,54.06,0,2018-12-19-06,2018
12/19/2018,7,53.16,0,2018-12-19-07,2018
12/19/2018,8,55.14,0,2018-12-19-08,2018
12/19/2018,9,60.79,0,2018-12-19-09,2018
12/19/2018,10,66.05,0,2018-12-19-10,2018
12/19/2018,11,69.66,0,2018-12-19-11,2018
12/19/2018,12,72.24,0,2018-12-19-12,2018
12/19/2018,13,74.34,0,2018-12-19-13,2018
12/19/2018,14,75.36,0,2018-12-19-14,2018
12/19/2018,15,74.85,0,2018-12-19-15,2018
12/19/2018,16,72.35,0,2018-12-19-16,2018
12/19/2018,17,68.71,0,2018-12-19-17,2018
12/19/2018,18,65.74,0,2018-12-19-18,2018
12/19/2018,19,64.6,0,2018-12-19-19,2018
12/19/2018,20,62.77,0,2018-12-19-20,2018
12/19/2018,22,60.54,0,2018-12-19-22,2018
12/19/2018,23,59.07,0,2018-12-19-23,2018
12/18/2018,0,57.55,0,2018-12-18-00,2018
12/18/2018,1,56.7,0,2018-12-18-01,2018
12/18/2018,2,55.87,0,2018-12-18-02,2018
12/18/2018,3,54.98,0,2018-12-18-03,2018
12/18/2018,4,54.9,0,2018-12-18-04,2018
12/18/2018,5,54.68,0,2018-12-18-05,2018
12/18/2018,6,54.53,0,2018-12-18-06,2018
12/18/2018,7,53.96,0,2018-12-18-07,2018
12/18/2018,8,54.58,0,2018-12-18-08,2018
12/18/2018,9,58.4,0,2018-12-18-09,2018
12/18/2018,10,60.63,0,2018-12-18-10,2018
12/18/2018,11,62.7,0,2018-12-18-11,2018
12/18/2018,12,64.39,0,2018-12-18-12,2018
12/18/2018,13,65.81,0,2018-12-18-13,2018
12/18/2018,14,66.77,0,2018-12-18-14,2018
12/18/2018,15,67.45,0,2018-12-18-15,2018
12/18/2018,16,66.32,0,2018-12-18-16,2018
12/18/2018,17,63.24,0,2018-12-18-17,2018
12/18/2018,18,61.27,0,2018-12-18-18,2018
12/18/2018,19,59.97,0,2018-12-18-19,2018
12/18/2018,20,59.03,0,2018-12-18-20,2018
12/18/2018,21,58.58,0,2018-12-18-21,2018
12/18/2018,22,57.37,0,2018-12-18-22,2018
12/18/2018,23,56.78,0,2018-12-18-23,2018
12/17/2018,0,56.3,0,2018-12-17-00,2018
12/17/2018,1,55.9,0,2018-12-17-01,2018
12/17/2018,2,55.41,0,2018-12-17-02,2018
12/17/2018,3,55.24,0,2018-12-17-03,2018
12/17/2018,4,55.47,0,2018-12-17-04,2018
12/17/2018,5,55.33,0,2018-12-17-05,2018
12/17/2018,6,56.77,0,2018-12-17-06,2018
12/17/2018,7,55.8,0,2018-12-17-07,2018
12/17/2018,8,56.17,0,2018-12-17-08,2018
12/17/2018,9,58.59,0,2018-12-17-09,2018
12/17/2018,10,60.49,0,2018-12-17-10,2018
12/17/2018,11,62.4,0,2018-12-17-11,2018
12/17/2018,12,63.88,0,2018-12-17-12,2018
12/17/2018,13,64.95,0,2018-12-17-13,2018
12/17/2018,14,64.9,0,2018-12-17-14,2018
12/17/2018,15,64.61,0,2018-12-17-15,2018
12/17/2018,16,63.51,0,2018-12-17-16,2018
12/17/2018,17,61.63,0,2018-12-17-17,2018
12/17/2018,18,60.49,0,2018-12-17-18,2018
12/17/2018,19,59.86,0,2018-12-17-19,2018
12/17/2018,20,59.43,0.0015,2018-12-17-20,2018
12/17/2018,21,58.98,0,2018-12-17-21,2018
12/17/2018,22,58.62,0,2018-12-17-22,2018
12/17/2018,23,58.03,0,2018-12-17-23,2018
12/16/2018,0,57.14,0,2018-12-16-00,2018
12/16/2018,1,55.15,0,2018-12-16-01,2018
12/16/2018,2,54.41,0,2018-12-16-02,2018
12/16/2018,3,53.45,0,2018-12-16-03,2018
12/16/2018,4,52.6,0,2018-12-16-04,2018
12/16/2018,5,52.2,0,2018-12-16-05,2018
12/16/2018,6,52.25,0,2018-12-16-06,2018
12/16/2018,7,51.66,0,2018-12-16-07,2018
12/16/2018,8,52.27,0,2018-12-16-08,2018
12/16/2018,9,58.81,0,2018-12-16-09,2018
12/16/2018,10,63.32,0,2018-12-16-10,2018
12/16/2018,11,66.33,0,2018-12-16-11,2018
12/16/2018,12,68.54,0,2018-12-16-12,2018
12/16/2018,13,69.92,0,2018-12-16-13,2018
12/16/2018,14,71.11,0,2018-12-16-14,2018
12/16/2018,15,70.11,0,2018-12-16-15,2018
12/16/2018,16,67.15,0,2018-12-16-16,2018
12/16/2018,17,63.17,0,2018-12-16-17,2018
12/16/2018,18,60.98,0,2018-12-16-18,2018
12/16/2018,19,59.73,0,2018-12-16-19,2018
12/16/2018,20,58.66,0,2018-12-16-20,2018
12/16/2018,21,57.86,0,2018-12-16-21,2018
12/16/2018,22,57.18,0,2018-12-16-22,2018
12/16/2018,23,56.47,0,2018-12-16-23,2018
12/15/2018,0,58.74,0,2018-12-15-00,2018
12/15/2018,1,57.88,0,2018-12-15-01,2018
12/15/2018,2,56.7,0,2018-12-15-02,2018
12/15/2018,3,55.29,0,2018-12-15-03,2018
12/15/2018,4,54.4,0,2018-12-15-04,2018
12/15/2018,5,53.01,0,2018-12-15-05,2018
12/15/2018,6,53.49,0,2018-12-15-06,2018
12/15/2018,7,53.83,0,2018-12-15-07,2018
12/15/2018,8,54.33,0,2018-12-15-08,2018
12/15/2018,9,60.57,0,2018-12-15-09,2018
12/15/2018,10,66.69,0,2018-12-15-10,2018
12/15/2018,11,69.06,0,2018-12-15-11,2018
12/15/2018,12,71.03,0,2018-12-15-12,2018
12/15/2018,13,72.56,0,2018-12-15-13,2018
12/15/2018,14,73,0,2018-12-15-14,2018
12/15/2018,15,73.62,0,2018-12-15-15,2018
12/15/2018,16,71.34,0,2018-12-15-16,2018
12/15/2018,17,66.71,0,2018-12-15-17,2018
12/15/2018,18,63.87,0,2018-12-15-18,2018
12/15/2018,19,62.71,0,2018-12-15-19,2018
12/15/2018,20,60.39,0,2018-12-15-20,2018
12/15/2018,21,59.25,0,2018-12-15-21,2018
12/15/2018,22,57.88,0,2018-12-15-22,2018
12/15/2018,23,56.95,0,2018-12-15-23,2018
12/14/2018,0,60.67,0,2018-12-14-00,2018
12/14/2018,1,60.5,0,2018-12-14-01,2018
12/14/2018,2,59.48,0,2018-12-14-02,2018
12/14/2018,3,58.41,0,2018-12-14-03,2018
12/14/2018,4,57.96,0,2018-12-14-04,2018
12/14/2018,5,57.9,0,2018-12-14-05,2018
12/14/2018,6,58.12,0,2018-12-14-06,2018
12/14/2018,7,57.9,0,2018-12-14-07,2018
12/14/2018,8,57.9,0,2018-12-14-08,2018
12/14/2018,9,59.51,0,2018-12-14-09,2018
12/14/2018,10,61.88,0,2018-12-14-10,2018
12/14/2018,11,63.56,0,2018-12-14-11,2018
12/14/2018,12,65.12,0,2018-12-14-12,2018
12/14/2018,13,66.16,0,2018-12-14-13,2018
12/14/2018,14,67.05,0,2018-12-14-14,2018
12/14/2018,15,66.96,0,2018-12-14-15,2018
12/14/2018,16,66.17,0,2018-12-14-16,2018
12/14/2018,17,64.41,0,2018-12-14-17,2018
12/14/2018,18,63.29,0,2018-12-14-18,2018
12/14/2018,19,62.48,0,2018-12-14-19,2018
12/14/2018,20,61.74,0,2018-12-14-20,2018
12/14/2018,21,61.72,0,2018-12-14-21,2018
12/14/2018,22,60.36,0,2018-12-14-22,2018
12/14/2018,23,59.32,0,2018-12-14-23,2018
12/13/2018,0,55.45,0,2018-12-13-00,2018
12/13/2018,1,54.82,0,2018-12-13-01,2018
12/13/2018,2,53.02,0,2018-12-13-02,2018
12/13/2018,3,52.88,0,2018-12-13-03,2018
12/13/2018,4,52.52,0,2018-12-13-04,2018
12/13/2018,5,53.36,0,2018-12-13-05,2018
12/13/2018,6,53.4,0,2018-12-13-06,2018
12/13/2018,7,53.5,0,2018-12-13-07,2018
12/13/2018,8,55.5,0,2018-12-13-08,2018
12/13/2018,9,61.81,0,2018-12-13-09,2018
12/13/2018,10,67.12,0,2018-12-13-10,2018
12/13/2018,11,70.3,0,2018-12-13-11,2018
12/13/2018,12,73.25,0,2018-12-13-12,2018
12/13/2018,13,74.77,0,2018-12-13-13,2018
12/13/2018,14,75.73,0,2018-12-13-14,2018
12/13/2018,15,76.02,0,2018-12-13-15,2018
12/13/2018,16,75.04,0,2018-12-13-16,2018
12/13/2018,17,69.17,0,2018-12-13-17,2018
12/13/2018,18,67.2,0,2018-12-13-18,2018
12/13/2018,19,65.19,0,2018-12-13-19,2018
12/13/2018,20,64.04,0,2018-12-13-20,2018
12/13/2018,21,62.12,0,2018-12-13-21,2018
12/13/2018,22,61.32,0,2018-12-13-22,2018
12/13/2018,23,61.4,0,2018-12-13-23,2018
12/12/2018,0,55.54,0,2018-12-12-00,2018
12/12/2018,1,54.5,0,2018-12-12-01,2018
12/12/2018,2,53.74,0,2018-12-12-02,2018
12/12/2018,3,53.43,0,2018-12-12-03,2018
12/12/2018,4,53.18,0,2018-12-12-04,2018
12/12/2018,5,52.84,0,2018-12-12-05,2018
12/12/2018,6,53.16,0,2018-12-12-06,2018
12/12/2018,7,53.06,0,2018-12-12-07,2018
12/12/2018,8,53.33,0,2018-12-12-08,2018
12/12/2018,9,55.82,0,2018-12-12-09,2018
12/12/2018,10,58.56,0,2018-12-12-10,2018
12/12/2018,11,61.18,0,2018-12-12-11,2018
12/12/2018,12,62.49,0,2018-12-12-12,2018
12/12/2018,13,63.96,0,2018-12-12-13,2018
12/12/2018,14,65.66,0,2018-12-12-14,2018
12/12/2018,15,66.04,0,2018-12-12-15,2018
12/12/2018,16,64.89,0,2018-12-12-16,2018
12/12/2018,17,62.57,0,2018-12-12-17,2018
12/12/2018,18,60.65,0,2018-12-12-18,2018
12/12/2018,19,59.72,0,2018-12-12-19,2018
12/12/2018,20,57.83,0,2018-12-12-20,2018
12/12/2018,21,57.27,0,2018-12-12-21,2018
12/12/2018,22,56.9,0,2018-12-12-22,2018
12/12/2018,23,55.73,0,2018-12-12-23,2018
12/11/2018,0,57.27,0,2018-12-11-00,2018
12/11/2018,1,56.73,0,2018-12-11-01,2018
12/11/2018,2,55.4,0,2018-12-11-02,2018
12/11/2018,3,54.63,0,2018-12-11-03,2018
12/11/2018,4,53.99,0,2018-12-11-04,2018
12/11/2018,5,53.77,0,2018-12-11-05,2018
12/11/2018,6,53.83,0,2018-12-11-06,2018
12/11/2018,7,53.59,0,2018-12-11-07,2018
12/11/2018,8,54.69,0,2018-12-11-08,2018
12/11/2018,9,59.04,0,2018-12-11-09,2018
12/11/2018,10,62.35,0,2018-12-11-10,2018
12/11/2018,11,64.75,0,2018-12-11-11,2018
12/11/2018,12,66.6,0,2018-12-11-12,2018
12/11/2018,13,67.99,0,2018-12-11-13,2018
12/11/2018,14,69.34,0,2018-12-11-14,2018
12/11/2018,15,69.26,0,2018-12-11-15,2018
12/11/2018,16,67.98,0,2018-12-11-16,2018
12/11/2018,17,64.42,0,2018-12-11-17,2018
12/11/2018,18,62.1,0,2018-12-11-18,2018
12/11/2018,19,60.61,0,2018-12-11-19,2018
12/11/2018,20,59.16,0,2018-12-11-20,2018
12/11/2018,21,58.12,0,2018-12-11-21,2018
12/11/2018,22,57.3,0,2018-12-11-22,2018
12/11/2018,23,57.11,0,2018-12-11-23,2018
12/10/2018,0,59.11,0,2018-12-10-00,2018
12/10/2018,1,58.33,0,2018-12-10-01,2018
12/10/2018,2,58.3,0,2018-12-10-02,2018
12/10/2018,3,58.24,0,2018-12-10-03,2018
12/10/2018,4,57.78,0,2018-12-10-04,2018
12/10/2018,5,57.85,0,2018-12-10-05,2018
12/10/2018,6,57.52,0,2018-12-10-06,2018
12/10/2018,7,57.51,0,2018-12-10-07,2018
12/10/2018,8,57.99,0,2018-12-10-08,2018
12/10/2018,9,61.03,0,2018-12-10-09,2018
12/10/2018,10,62.51,0,2018-12-10-10,2018
12/10/2018,11,64.56,0,2018-12-10-11,2018
12/10/2018,12,65.49,0,2018-12-10-12,2018
