Date,Temp High,Temp Low,Precipitation,Year
2015-9-21,83.82,72.3,0.0,2015
2015-9-22,83.12,68.98,0.0,2015
2015-9-23,86.62,67.42,0.0,2015
2015-9-24,90.41,68.93,0.0,2015
2015-9-25,91.82,70.05,0.0,2015
2015-9-26,91.37,71.2,0.0,2015
2015-9-27,89.61,68.66,0.0,2015
2015-9-28,87.17,68.47,0.0,2015
2015-9-29,86.39,64.36,0.0,2015
2015-9-30,88.55,66.01,0.0,2015
2015-10-1,83.5,67.46,0.0,2015
2015-10-2,81.65,65.63,0.0,2015
2015-10-3,81.75,64.6,0.0,2015
2015-10-4,70.29,63.04,0.1165,2015
2015-10-5,74.13,60.38,0.057,2015
2015-10-6,77.47,61.04,0.001,2015
2015-10-7,83.45,63.23,0.0,2015
2015-10-8,90.05,66.44,0.0,2015
2015-10-9,101.07,70.96,0.0,2015
2015-10-10,98.81,75.41,0.0,2015
2015-10-11,97.86,73.96,0.0,2015
2015-10-12,93.12,72.41,0.0,2015
2015-10-13,88.94,75.19,0.0,2015
2015-10-14,85.43,72.87,0.013999999999999999,2015
2015-10-15,80.66,70.61,0.0,2015
2015-10-16,76.23,70.09,0.0,2015
2015-10-17,80.95,69.17,0.0,2015
2015-10-18,77.36,68.22,0.0055,2015
2015-10-19,74.3,64.05,0.0215,2015
2015-10-20,79.28,61.15,0.0,2015
2015-10-21,81.75,63.24,0.0,2015
2015-10-22,78.86,62.77,0.0,2015
2015-10-23,81.77,62.71,0.0,2015
2015-10-24,89.97,64.04,0.0,2015
2015-10-25,83.66,67.51,0.0,2015
2015-10-26,86.47,61.74,0.0,2015
2015-10-27,83.24,61.55,0.0,2015
2015-10-28,78.16,66.73,0.0,2015
2015-10-29,82.01,65.48,0.0,2015
2015-10-30,84.95,64.98,0.0,2015
2015-10-31,87.7,63.09,0.0,2015
2015-11-1,84.3,61.51,0.0,2015
2015-11-2,71.46,58.46,0.051,2015
2015-11-3,66.71,52.68,0.033,2015
2015-11-4,67.03,49.56,0.0,2015
2015-11-5,70.95,49.49,0.0,2015
2015-11-6,76.08,53.03,0.0,2015
2015-11-7,79.41,56.18,0.0,2015
2015-11-8,75.66,54.09,0.0,2015
2015-11-9,66.9,55.29,0.0085,2015
2015-11-10,66.27,50.36,0.0,2015
2015-11-11,72.31,48.64,0.0,2015
2015-11-12,76.03,50.74,0.0,2015
2015-11-13,79.92,54.32,0.0,2015
2015-11-14,77.0,53.5,0.0,2015
2015-11-15,67.03,52.51,0.0095,2015
2015-11-16,62.61,51.48,0.0,2015
2015-11-17,71.54,48.14,0.0,2015
2015-11-18,76.69,51.2,0.0,2015
2015-11-19,81.77,54.39,0.0,2015
2015-11-20,82.81,58.48,0.0,2015
2015-11-21,86.64,62.81,0.0,2015
2015-11-22,85.45,62.66,0.0,2015
2015-11-23,78.59,58.01,0.0,2015
2015-11-24,68.34,53.58,0.0055,2015
2015-11-25,61.0,50.45,0.0465,2015
2015-11-26,61.31,48.17,0.0015,2015
2015-11-27,62.59,49.24,0.0055,2015
2015-11-28,63.41,46.25,0.0,2015
2015-11-29,65.95,49.46,0.0,2015
2015-11-30,66.08,45.9,0.0,2015
2015-12-1,70.65,47.37,0.0,2015
2015-12-2,77.54,52.32,0.0,2015
2015-12-3,74.88,55.61,0.0,2015
2015-12-4,66.67,51.38,0.0,2015
2015-12-5,75.71,50.75,0.0,2015
2015-12-6,78.48,57.11,0.0,2015
2015-12-7,80.54,56.66,0.011000000000000001,2015
2015-12-8,82.95,57.34,0.0,2015
2015-12-9,76.3,57.18,0.0,2015
2015-12-10,66.4,54.28,0.0455,2015
2015-12-11,62.38,53.05,0.0155,2015
2015-12-12,66.07,49.24,0.0,2015
2015-12-13,65.23,47.36,0.444,2015
2015-12-14,57.91,47.51,0.002,2015
2015-12-15,60.63,41.98,0.0,2015
2015-12-16,61.45,42.73,0.0,2015
2015-12-17,65.69,43.52,0.0,2015
2015-12-18,71.22,47.2,0.0,2015
2015-12-19,63.42,46.91,0.366,2015
2015-12-20,60.34,45.67,0.0035,2015
2015-12-21,61.52,44.85,0.065,2015
2015-12-22,61.43,54.76,0.11599999999999999,2015
2015-12-23,64.84,52.4,0.003,2015
2015-12-24,60.94,46.64,0.0,2015
2015-12-25,58.37,46.36,0.0,2015
2015-12-26,59.84,46.05,0.0,2015
2015-12-27,60.29,41.49,0.0,2015
2015-12-28,56.37,39.12,0.0,2015
2015-12-29,60.15,40.96,0.0,2015
2015-12-30,62.0,41.83,0.0,2015
2015-12-31,64.58,43.9,0.0,2015
2016-1-1,64.34,44.44,0.0,2016
2016-1-2,64.67,46.96,0.0,2016
2016-1-3,61.68,46.02,0.0,2016
2016-1-4,67.59,55.09,0.001,2016
2016-1-5,56.98,51.77,1.173,2016
2016-1-6,55.21,47.89,0.8305,2016
2016-1-7,57.41,46.48,0.321,2016
2016-1-8,60.67,44.41,0.0,2016
2016-1-9,59.14,45.29,0.0085,2016
2016-1-10,60.35,50.68,0.012,2016
2016-1-11,63.79,48.94,0.0,2016
2016-1-12,68.76,45.28,0.0,2016
2016-1-13,64.92,45.91,0.0,2016
2016-1-14,63.63,49.43,0.001,2016
2016-1-15,62.57,50.28,0.0015,2016
2016-1-16,65.28,52.81,0.0,2016
2016-1-17,68.12,51.26,0.003,2016
2016-1-18,62.12,54.34,0.0,2016
2016-1-19,62.92,53.45,0.047,2016
2016-1-20,67.27,55.86,0.0145,2016
2016-1-21,75.98,52.48,0.0015,2016
2016-1-22,68.48,51.28,0.001,2016
2016-1-23,63.5,53.59,0.0,2016
2016-1-24,65.26,48.54,0.0,2016
2016-1-25,70.52,50.01,0.0,2016
2016-1-26,72.03,51.78,0.0,2016
2016-1-27,72.38,53.21,0.0,2016
2016-1-28,73.75,50.62,0.0,2016
2016-1-29,71.05,52.46,0.0,2016
2016-1-30,63.76,54.59,0.001,2016
2016-1-31,57.89,48.95,0.4585,2016
2016-2-1,57.75,45.51,0.001,2016
2016-2-2,59.56,40.69,0.0,2016
2016-2-3,63.76,44.05,0.0,2016
2016-2-4,69.08,46.1,0.0,2016
2016-2-5,75.97,51.34,0.0,2016
2016-2-6,77.2,54.35,0.0,2016
2016-2-7,83.58,55.43,0.0,2016
2016-2-8,86.4,62.99,0.0,2016
2016-2-9,89.15,62.66,0.0,2016
2016-2-10,87.23,60.95,0.0,2016
2016-2-11,84.92,59.37,0.0,2016
2016-2-12,84.12,56.76,0.003,2016
2016-2-13,75.85,54.42,0.0015,2016
2016-2-14,81.74,54.4,0.002,2016
2016-2-15,88.05,63.86,0.0,2016
2016-2-16,89.44,62.15,0.0,2016
2016-2-17,73.84,55.58,0.505,2016
2016-2-18,67.48,55.38,0.21,2016
2016-2-19,67.82,50.51,0.0,2016
2016-2-20,70.59,49.63,0.001,2016
2016-2-21,73.04,50.0,0.0,2016
2016-2-22,79.96,52.53,0.0015,2016
2016-2-23,82.29,57.46,0.0,2016
2016-2-24,81.37,58.97,0.0,2016
2016-2-25,81.73,57.12,0.0,2016
2016-2-26,79.28,55.63,0.0,2016
2016-2-27,74.98,54.91,0.0,2016
2016-2-28,76.24,56.91,0.0015,2016
2016-2-29,77.15,58.15,0.0,2016
2016-3-1,76.22,56.79,0.0,2016
2016-3-2,73.51,55.92,0.0015,2016
2016-3-3,72.6,54.6,0.0,2016
2016-3-4,69.45,54.55,0.0,2016
2016-3-5,65.8,57.78,0.085,2016
2016-3-6,65.31,54.55,0.9279999999999999,2016
2016-3-7,57.77,49.04,0.73,2016
2016-3-8,69.99,48.29,0.0,2016
2016-3-9,72.18,51.93,0.0,2016
2016-3-10,76.16,55.46,0.0,2016
2016-3-11,66.35,52.05,0.888,2016
2016-3-12,64.33,46.86,0.002,2016
2016-3-13,63.87,49.7,0.0035,2016
2016-3-14,69.19,57.62,0.0295,2016
2016-3-15,77.52,53.59,0.0,2016
2016-3-16,84.77,57.53,0.0,2016
2016-3-17,79.61,58.56,0.0,2016
2016-3-18,73.46,58.34,0.0,2016
2016-3-19,72.55,57.84,0.0,2016
2016-3-20,72.28,56.19,0.0,2016
2016-3-21,68.94,55.89,0.0,2016
2016-3-22,69.28,53.81,0.0,2016
2016-3-23,76.09,52.63,0.0,2016
2016-3-24,79.59,54.68,0.0,2016
2016-3-25,77.62,54.81,0.0,2016
2016-3-26,74.4,55.88,0.0,2016
2016-3-27,72.23,57.65,0.0,2016
2016-3-28,62.44,53.17,0.008,2016
2016-3-29,62.84,47.0,0.033,2016
2016-3-30,63.28,48.39,0.003,2016
2016-3-31,70.45,48.73,0.0,2016
2016-4-1,71.93,51.93,0.0,2016
2016-4-2,77.95,54.9,0.0,2016
2016-4-3,78.11,56.14,0.0,2016
2016-4-4,79.03,56.05,0.0,2016
2016-4-5,87.18,57.23,0.0,2016
2016-4-6,87.14,59.34,0.0,2016
2016-4-7,67.25,59.84,0.1085,2016
2016-4-8,61.05,58.89,0.124,2016
2016-4-9,62.89,58.61,0.157,2016
2016-4-10,67.09,56.48,0.0095,2016
2016-4-11,71.68,56.96,0.003,2016
2016-4-12,71.57,55.19,0.0,2016
2016-4-13,71.31,56.44,0.0,2016
2016-4-14,70.11,56.15,0.0,2016
2016-4-15,76.56,56.27,0.0,2016
2016-4-16,82.5,61.5,0.0,2016
2016-4-17,87.28,59.42,0.0,2016
2016-4-18,87.55,61.6,0.0,2016
2016-4-19,87.96,62.62,0.0,2016
2016-4-20,85.82,60.46,0.0,2016
2016-4-21,80.76,58.97,0.0,2016
2016-4-22,72.78,57.41,0.0,2016
2016-4-23,74.41,55.65,0.0,2016
2016-4-24,71.74,56.08,0.0,2016
2016-4-25,66.43,54.62,0.0495,2016
2016-4-26,69.74,50.22,0.0,2016
2016-4-27,69.33,53.71,0.0,2016
2016-4-28,67.77,53.2,0.0,2016
2016-4-29,69.14,54.82,0.0,2016
2016-4-30,67.62,55.99,0.0095,2016
2016-5-1,72.0,55.38,0.0,2016
2016-5-2,76.53,56.03,0.0,2016
2016-5-3,80.42,57.92,0.0,2016
2016-5-4,70.18,58.1,0.0,2016
2016-5-5,65.73,58.58,0.0395,2016
2016-5-6,63.38,56.09,0.1515,2016
2016-5-7,66.77,56.25,0.0215,2016
2016-5-8,66.78,54.8,0.0,2016
2016-5-9,68.48,56.21,0.0015,2016
2016-5-10,71.26,55.71,0.0,2016
2016-5-11,75.09,59.54,0.0,2016
2016-5-12,77.62,57.91,0.0,2016
2016-5-13,78.11,59.77,0.0,2016
2016-5-14,71.77,61.63,0.0,2016
2016-5-15,69.5,60.9,0.0,2016
2016-5-16,70.02,60.36,0.0,2016
2016-5-17,72.99,60.76,0.0,2016
2016-5-18,73.33,60.47,0.0,2016
2016-5-19,72.94,61.42,0.0,2016
2016-5-20,67.31,58.37,0.0,2016
2016-5-21,67.06,54.19,0.0,2016
2016-5-22,70.63,53.21,0.0,2016
2016-5-23,70.44,54.8,0.0,2016
2016-5-24,69.2,57.57,0.0015,2016
2016-5-25,67.65,55.77,0.0,2016
2016-5-26,72.53,55.53,0.0,2016
2016-5-27,75.19,57.37,0.0,2016
2016-5-28,73.3,60.32,0.0,2016
2016-5-29,71.23,60.27,0.002,2016
2016-5-30,74.22,57.9,0.0,2016
2016-5-31,74.5,59.41,0.0,2016
2016-6-1,76.66,62.11,0.0,2016
2016-6-2,86.63,62.64,0.0,2016
2016-6-3,93.27,61.33,0.0,2016
2016-6-4,85.08,63.24,0.0,2016
2016-6-5,76.93,59.68,0.0,2016
2016-6-6,76.29,59.32,0.0,2016
2016-6-7,77.49,60.94,0.0,2016
2016-6-8,79.15,61.19,0.0,2016
2016-6-9,73.38,62.11,0.0,2016
2016-6-10,78.28,63.11,0.0,2016
2016-6-11,66.56,63.1,0.0165,2016
2016-6-12,71.78,61.47,0.001,2016
2016-6-13,71.8,60.43,0.0,2016
2016-6-14,72.82,59.68,0.0,2016
2016-6-15,72.64,61.73,0.001,2016
2016-6-16,77.07,57.06,0.0,2016
2016-6-17,85.71,60.64,0.0,2016
2016-6-18,91.93,64.4,0.0,2016
2016-6-19,101.77,69.13,0.0,2016
2016-6-20,106.02,73.43,0.0,2016
2016-6-21,86.8,70.39,0.0,2016
2016-6-22,86.32,65.98,0.0,2016
2016-6-23,82.72,65.59,0.0,2016
2016-6-24,80.6,64.83,0.0,2016
2016-6-25,84.52,64.52,0.0,2016
2016-6-26,88.56,65.36,0.0,2016
2016-6-27,92.03,68.54,0.0,2016
2016-6-28,87.5,69.26,0.0,2016
2016-6-29,87.0,67.99,0.0,2016
2016-6-30,83.8,67.21,0.0,2016
2016-7-1,80.85,66.72,0.0,2016
2016-7-2,81.77,65.05,0.0,2016
2016-7-3,78.33,63.59,0.0,2016
2016-7-4,78.16,62.87,0.0,2016
2016-7-5,79.19,64.72,0.0,2016
2016-7-6,79.74,63.76,0.0,2016
2016-7-7,81.55,64.78,0.0,2016
2016-7-8,82.79,64.46,0.0,2016
2016-7-9,83.75,64.51,0.0,2016
2016-7-10,83.95,66.25,0.0,2016
2016-7-11,82.08,64.67,0.0,2016
2016-7-12,81.2,66.82,0.0,2016
2016-7-13,85.83,65.52,0.0,2016
2016-7-14,84.79,65.56,0.0,2016
2016-7-15,83.77,64.74,0.0,2016
2016-7-16,83.77,65.19,0.0,2016
2016-7-17,83.43,63.85,0.0,2016
2016-7-18,85.59,63.88,0.0,2016
2016-7-19,88.38,65.06,0.0,2016
2016-7-20,93.5,66.99,0.0,2016
2016-7-21,97.66,69.36,0.0,2016
2016-7-22,100.1,70.29,0.0,2016
2016-7-23,97.27,72.29,0.0,2016
2016-7-24,90.48,70.09,0.0,2016
2016-7-25,93.77,69.6,0.0,2016
2016-7-26,91.98,70.81,0.0,2016
2016-7-27,92.36,71.11,0.0,2016
2016-7-28,90.4,70.63,0.0,2016
2016-7-29,90.05,71.12,0.0,2016
2016-7-30,88.75,70.77,0.0,2016
2016-7-31,86.63,70.02,0.0,2016
2016-8-1,87.1,68.61,0.0,2016
2016-8-2,86.76,67.12,0.0,2016
2016-8-3,84.38,68.34,0.0,2016
2016-8-4,84.42,67.87,0.0,2016
2016-8-5,82.1,67.61,0.0,2016
2016-8-6,82.21,65.72,0.0,2016
2016-8-7,82.92,66.48,0.0,2016
2016-8-8,81.75,66.94,0.0,2016
2016-8-9,81.52,67.39,0.0,2016
2016-8-10,83.36,64.62,0.0,2016
2016-8-11,83.06,65.26,0.0,2016
2016-8-12,84.0,65.72,0.0,2016
2016-8-13,88.91,66.87,0.0,2016
2016-8-14,89.99,69.0,0.0,2016
2016-8-15,94.94,69.03,0.0,2016
2016-8-16,93.0,65.04,0.0,2016
2016-8-17,90.63,62.53,0.0,2016
2016-8-18,86.65,63.45,0.001,2016
2016-8-19,85.99,63.22,0.0,2016
2016-8-20,82.31,64.14,0.0,2016
2016-8-21,85.1,65.11,0.0,2016
2016-8-22,84.74,64.63,0.0,2016
2016-8-23,84.32,64.69,0.0,2016
2016-8-24,84.84,65.1,0.0,2016
2016-8-25,80.76,64.82,0.0,2016
2016-8-26,78.29,64.49,0.0,2016
2016-8-27,78.62,63.63,0.0,2016
2016-8-28,85.41,63.36,0.0,2016
2016-8-29,90.02,65.89,0.0,2016
2016-8-30,91.12,67.72,0.0,2016
2016-8-31,89.1,69.41,0.0,2016
2016-9-1,84.68,66.1,0.0,2016
2016-9-2,81.5,66.48,0.0,2016
2016-9-3,77.53,65.37,0.0,2016
2016-9-4,75.76,64.04,0.0,2016
2016-9-5,75.9,63.22,0.0,2016
2016-9-6,80.8,62.1,0.0,2016
2016-9-7,80.2,62.73,0.0,2016
2016-9-8,79.39,65.07,0.0,2016
2016-9-9,81.4,64.39,0.0,2016
2016-9-10,84.35,63.75,0.0,2016
2016-9-11,81.7,63.91,0.0,2016
2016-9-12,73.76,63.5,0.0,2016
2016-9-13,69.59,61.17,0.0065,2016
2016-9-14,76.01,57.77,0.0,2016
2016-9-15,79.6,57.56,0.0,2016
2016-9-16,80.05,59.83,0.0,2016
2016-9-17,85.52,60.86,0.0,2016
2016-9-18,92.72,63.76,0.0015,2016
2016-9-19,91.94,67.06,0.001,2016
2016-9-20,86.6,72.83,0.0,2016
2016-9-21,83.96,69.44,0.0,2016
2016-9-22,75.96,66.09,0.0,2016
2016-9-23,78.81,58.88,0.0,2016
2016-9-24,89.55,62.15,0.0,2016
2016-9-25,96.51,65.57,0.0,2016
2016-9-26,102.26,72.69,0.0,2016
2016-9-27,94.21,73.57,0.0,2016
2016-9-28,90.56,69.76,0.0,2016
2016-9-29,91.0,70.06,0.0,2016
2016-9-30,88.99,68.39,0.0,2016
2016-10-1,84.01,65.15,0.0,2016
2016-10-2,76.29,61.82,0.0,2016
2016-10-3,75.21,58.33,0.0,2016
2016-10-4,75.02,59.44,0.0,2016
2016-10-5,75.06,58.37,0.0,2016
2016-10-6,83.32,57.93,0.0,2016
2016-10-7,91.01,63.07,0.0,2016
2016-10-8,91.16,62.55,0.0,2016
2016-10-9,90.9,62.47,0.0,2016
2016-10-10,85.0,63.36,0.0,2016
2016-10-11,72.94,60.22,0.0,2016
2016-10-12,71.29,59.13,0.0,2016
2016-10-13,75.69,57.0,0.0,2016
2016-10-14,75.35,60.18,0.001,2016
2016-10-15,75.26,61.89,0.0,2016
2016-10-16,73.39,64.61,0.0015,2016
2016-10-17,71.83,62.38,0.1635,2016
2016-10-18,76.05,58.23,0.001,2016
2016-10-19,90.26,59.64,0.0015,2016
2016-10-20,95.43,67.23,0.002,2016
2016-10-21,91.31,66.27,0.0,2016
2016-10-22,84.95,61.1,0.0,2016
2016-10-23,79.84,62.58,0.027999999999999997,2016
2016-10-24,73.67,63.71,0.057,2016
2016-10-25,75.65,58.22,0.0015,2016
2016-10-26,78.28,59.7,0.0,2016
2016-10-27,81.32,62.38,0.0,2016
2016-10-28,76.77,64.95,0.0345,2016
2016-10-29,80.53,61.71,0.0,2016
2016-10-30,69.79,62.35,0.0915,2016
2016-10-31,69.18,57.01,0.0035,2016
2016-11-1,68.77,55.92,0.001,2016
2016-11-2,79.67,54.4,0.0015,2016
2016-11-3,85.67,64.35,0.0,2016
2016-11-4,82.23,60.87,0.0,2016
2016-11-5,82.5,59.42,0.0025,2016
2016-11-6,75.58,57.89,0.001,2016
2016-11-7,80.13,58.34,0.002,2016
2016-11-8,90.67,60.12,0.001,2016
2016-11-9,93.17,68.62,0.0,2016
2016-11-10,89.97,66.32,0.0,2016
2016-11-11,86.92,63.96,0.0,2016
2016-11-12,83.17,62.67,0.0,2016
2016-11-13,87.81,61.54,0.0035,2016
2016-11-14,86.82,61.73,0.0,2016
2016-11-15,78.41,58.04,0.0,2016
2016-11-16,69.58,56.68,0.0015,2016
2016-11-17,70.74,52.97,0.0,2016
2016-11-18,77.58,55.52,0.0,2016
2016-11-19,73.63,51.5,0.0105,2016
2016-11-20,64.86,55.94,0.3185,2016
2016-11-21,65.91,55.66,0.385,2016
2016-11-22,69.31,52.37,0.0,2016
2016-11-23,70.16,51.2,0.002,2016
2016-11-24,79.24,53.59,0.003,2016
2016-11-25,75.37,52.37,0.0,2016
2016-11-26,62.34,47.21,0.4175,2016
2016-11-27,60.54,50.11,0.033,2016
2016-11-28,62.52,46.48,0.0,2016
2016-11-29,68.23,48.67,0.0025,2016
2016-11-30,66.6,47.39,0.0,2016
2016-12-1,65.2,49.6,0.0,2016
2016-12-2,64.08,51.35,0.0,2016
2016-12-3,68.38,46.78,0.0,2016
2016-12-4,71.73,47.26,0.0,2016
2016-12-5,65.77,49.33,0.0,2016
2016-12-6,63.46,53.67,0.0,2016
2016-12-7,63.47,51.16,0.0,2016
2016-12-8,66.04,49.7,0.0,2016
2016-12-9,65.01,51.65,0.0,2016
2016-12-10,65.02,53.83,0.0,2016
2016-12-11,64.48,58.98,0.0035,2016
2016-12-12,66.06,57.19,0.0,2016
2016-12-13,66.02,55.3,0.0,2016
2016-12-14,70.41,52.08,0.0,2016
2016-12-15,65.35,54.65,0.3115,2016
2016-12-16,60.45,51.31,0.5529999999999999,2016
2016-12-17,59.32,45.28,0.001,2016
2016-12-18,64.44,42.11,0.0,2016
2016-12-19,69.58,46.56,0.0,2016
2016-12-20,77.27,49.93,3.2865,2016
2016-12-21,66.11,55.51,0.5405,2016
2016-12-22,63.31,54.01,0.3485,2016
2016-12-23,60.53,52.01,1.329,2016
2016-12-24,56.29,46.62,0.78,2016
2016-12-25,55.94,40.88,0.001,2016
2016-12-26,61.45,45.16,0.001,2016
2016-12-27,70.39,47.45,0.0,2016
2016-12-28,77.86,52.52,0.0,2016
2016-12-29,79.85,54.9,0.0,2016
2016-12-30,63.09,55.24,0.2585,2016
2016-12-31,56.71,47.05,0.187,2016
2017-1-1,57.81,42.56,0.0035,2017
2017-1-2,55.88,50.13,0.001,2017
2017-1-3,58.54,47.56,0.0,2017
2017-1-4,61.2,47.91,0.040999999999999995,2017
2017-1-5,61.04,55.28,0.3535,2017
2017-1-6,64.04,50.32,0.002,2017
2017-1-7,68.66,52.25,0.1325,2017
2017-1-8,76.01,54.89,0.0,2017
2017-1-9,61.28,54.4,0.9229999999999999,2017
2017-1-10,58.32,50.8,0.14400000000000002,2017
2017-1-11,63.67,54.69,0.4245,2017
2017-1-12,55.25,50.96,0.5770000000000001,2017
2017-1-13,60.31,48.49,0.0085,2017
2017-1-14,69.26,48.96,0.004,2017
2017-1-15,62.49,50.18,0.0,2017
2017-1-16,64.52,51.43,0.0,2017
2017-1-17,66.14,46.6,0.0015,2017
2017-1-18,59.54,46.98,0.0925,2017
2017-1-19,61.39,52.4,0.7805,2017
2017-1-20,56.76,51.04,1.584,2017
2017-1-21,60.16,46.5,0.006999999999999999,2017
2017-1-22,54.59,50.06,1.6585,2017
2017-1-23,53.74,44.43,0.359,2017
2017-1-24,55.6,40.4,0.011000000000000001,2017
2017-1-25,58.89,41.27,0.002,2017
2017-1-26,62.18,41.49,0.002,2017
2017-1-27,62.1,48.0,0.0,2017
2017-1-28,73.06,46.94,0.0,2017
2017-1-29,77.67,50.51,0.0,2017
2017-1-30,78.43,53.27,0.0,2017
2017-1-31,74.42,50.9,0.0,2017
2017-2-1,69.69,49.25,0.0,2017
2017-2-2,66.06,49.44,0.0,2017
2017-2-3,59.5,55.63,0.20600000000000002,2017
2017-2-4,64.0,54.43,0.0,2017
2017-2-5,58.23,52.03,0.0015,2017
2017-2-6,59.23,53.24,0.5135,2017
2017-2-7,63.0,58.12,0.121,2017
2017-2-8,70.0,59.12,0.040999999999999995,2017
2017-2-9,74.82,57.57,0.003,2017
2017-2-10,63.07,56.84,0.226,2017
2017-2-11,61.4,53.46,0.1205,2017
2017-2-12,72.88,49.85,0.001,2017
2017-2-13,74.08,54.12,0.0,2017
2017-2-14,71.06,54.76,0.0,2017
2017-2-15,78.09,52.12,0.003,2017
2017-2-16,68.11,53.63,0.001,2017
2017-2-17,58.29,51.96,1.554,2017
2017-2-18,58.61,51.49,0.139,2017
2017-2-19,59.33,51.82,0.028999999999999998,2017
2017-2-20,62.0,52.86,0.0425,2017
2017-2-21,65.51,57.33,0.0445,2017
2017-2-22,62.66,51.69,0.01,2017
2017-2-23,60.03,47.01,0.0,2017
2017-2-24,61.9,42.57,0.0,2017
2017-2-25,61.48,42.48,0.0,2017
2017-2-26,55.89,47.49,0.1285,2017
2017-2-27,56.98,49.69,0.0285,2017
2017-2-28,63.09,46.58,0.0,2017
2017-3-1,73.1,46.49,0.0,2017
2017-3-2,77.96,52.56,0.0,2017
2017-3-3,79.82,53.8,0.0,2017
2017-3-4,67.66,51.86,0.0,2017
2017-3-5,58.76,48.5,0.124,2017
2017-3-6,62.83,44.14,0.0,2017
2017-3-7,73.91,47.69,0.0,2017
2017-3-8,82.38,54.19,0.0,2017
2017-3-9,84.49,56.51,0.0,2017
2017-3-10,81.01,56.35,0.0,2017
2017-3-11,81.16,55.54,0.0,2017
2017-3-12,85.2,55.88,0.0,2017
2017-3-13,86.32,57.5,0.0,2017
2017-3-14,87.18,56.38,0.0025,2017
2017-3-15,82.94,59.2,0.0,2017
2017-3-16,76.9,57.01,0.0,2017
2017-3-17,79.42,56.52,0.0,2017
2017-3-18,74.13,56.4,0.0,2017
2017-3-19,75.42,55.8,0.0,2017
2017-3-20,68.74,57.64,0.0,2017
2017-3-21,63.87,55.31,0.1955,2017
2017-3-22,65.61,56.1,0.023,2017
2017-3-23,67.5,52.39,0.0,2017
2017-3-24,69.67,50.22,0.0,2017
2017-3-25,66.82,53.51,0.0015,2017
2017-3-26,67.1,53.13,0.0,2017
2017-3-27,70.9,53.1,0.0,2017
2017-3-28,76.98,53.61,0.0,2017
2017-3-29,82.26,55.04,0.0,2017
2017-3-30,71.82,56.26,0.0,2017
2017-3-31,70.31,55.63,0.0,2017
2017-4-1,74.66,51.37,0.0,2017
2017-4-2,75.07,54.61,0.0,2017
2017-4-3,66.64,55.46,0.0,2017
2017-4-4,74.67,56.85,0.0,2017
2017-4-5,83.11,56.37,0.0,2017
2017-4-6,76.85,57.85,0.0,2017
2017-4-7,71.8,56.07,0.0,2017
2017-4-8,66.21,55.54,0.1435,2017
2017-4-9,70.4,50.36,0.0,2017
2017-4-10,76.43,51.23,0.0,2017
2017-4-11,73.52,52.51,0.0,2017
2017-4-12,72.35,53.66,0.0,2017
2017-4-13,68.89,54.85,0.0,2017
2017-4-14,68.6,51.38,0.0015,2017
2017-4-15,75.47,51.52,0.0,2017
2017-4-16,76.53,55.31,0.0,2017
2017-4-17,74.39,54.41,0.0,2017
2017-4-18,73.52,60.39,0.0,2017
2017-4-19,73.23,59.42,0.0,2017
2017-4-20,77.23,56.1,0.0,2017
2017-4-21,87.06,58.75,0.0,2017
2017-4-22,88.68,61.14,0.0,2017
2017-4-23,77.2,60.11,0.0,2017
2017-4-24,70.6,58.79,0.0,2017
2017-4-25,73.86,58.76,0.0,2017
2017-4-26,78.07,58.53,0.0,2017
2017-4-27,79.19,59.6,0.0,2017
2017-4-28,80.65,63.44,0.0,2017
2017-4-29,82.97,65.15,0.0,2017
2017-4-30,83.74,58.55,0.0,2017
2017-5-1,83.8,58.46,0.0,2017
2017-5-2,84.04,60.57,0.0,2017
2017-5-3,84.58,61.43,0.0,2017
2017-5-4,80.77,61.6,0.0,2017
2017-5-5,72.22,59.24,0.0,2017
2017-5-6,61.78,52.79,0.033,2017
2017-5-7,61.15,49.15,0.165,2017
2017-5-8,71.43,48.62,0.0025,2017
2017-5-9,67.56,55.97,0.0,2017
2017-5-10,66.8,59.49,0.001,2017
2017-5-11,73.18,56.47,0.0,2017
2017-5-12,72.66,56.71,0.0,2017
2017-5-13,72.72,56.1,0.0,2017
2017-5-14,69.37,54.26,0.040999999999999995,2017
2017-5-15,62.39,55.11,0.028999999999999998,2017
2017-5-16,65.49,52.44,0.0,2017
2017-5-17,66.31,55.84,0.0,2017
2017-5-18,75.02,54.48,0.0,2017
2017-5-19,85.23,58.97,0.0,2017
2017-5-20,90.63,62.25,0.0,2017
2017-5-21,87.08,63.81,0.0,2017
2017-5-22,82.28,61.32,0.0,2017
2017-5-23,82.81,61.1,0.0,2017
2017-5-24,76.8,59.35,0.0,2017
2017-5-25,67.92,59.35,0.0,2017
2017-5-26,69.2,60.09,0.0,2017
2017-5-27,72.27,56.91,0.0,2017
2017-5-28,77.6,56.59,0.0,2017
2017-5-29,74.85,59.2,0.0,2017
2017-5-30,74.01,61.08,0.0,2017
2017-5-31,68.66,61.13,0.0,2017
2017-6-1,74.27,61.29,0.002,2017
2017-6-2,80.33,60.25,0.0,2017
2017-6-3,79.94,62.53,0.0,2017
2017-6-4,78.27,62.87,0.0,2017
2017-6-5,76.19,61.45,0.0,2017
2017-6-6,72.58,62.95,0.0,2017
2017-6-7,73.61,61.73,0.001,2017
2017-6-8,71.65,61.41,0.004,2017
