Date,Temp High,Temp Low,Precipitation
3/14/2018,63.52,54.17,0.205
3/13/2018,67.47,58.32,0.112
3/12/2018,71.25,57.01,0.002
3/11/2018,66.74,56.45,0.275
3/10/2018,60.1,56.56,0.418
3/9/2018,69.77,53.71,0
3/8/2018,74.49,52.03,0
3/7/2018,71.61,53.3,0
3/6/2018,77.36,52.5,0
3/5/2018,72.1,47.37,0
3/4/2018,61.66,42.25,0
3/3/2018,58.99,48.3,0.129
3/2/2018,56.98,51.36,0.291
3/1/2018,61.59,45.93,0.003
2/28/2018,60.51,40.47,0
2/27/2018,53.64,43.48,0.3045
2/26/2018,64.25,45.53,0.2955
2/25/2018,68.25,44.32,0
2/24/2018,61.77,41.26,0
2/23/2018,57.83,44.86,0.005
2/22/2018,59.05,42.92,0
2/21/2018,59.02,43.97,0
2/20/2018,59.16,40.2,0
2/19/2018,56.17,47.03,0.0025
2/18/2018,66.9,50.16,0
2/17/2018,74.65,51.18,0
2/16/2018,73.85,53.55,0
2/15/2018,70.59,52.14,0
2/14/2018,67.25,54.5,0.0075
2/13/2018,64.6,49.17,0.037
2/12/2018,61.51,51.38,0.05
2/11/2018,70.83,51.53,0
2/10/2018,64.73,55.77,0
2/9/2018,73.55,55.99,0
2/8/2018,83,55.51,0
2/7/2018,82.59,53.93,0
2/6/2018,73.49,54.47,0
2/5/2018,76.82,55.7,0
2/4/2018,81.35,54.63,0
2/3/2018,80.77,55.06,0
2/2/2018,82.66,55.85,0
2/1/2018,80.22,55.12,0
1/31/2018,78.94,55.73,0
1/30/2018,81,60.3,0
1/29/2018,86.12,64.24,0
1/28/2018,83.71,57.06,0
1/27/2018,73.83,49.57,0
1/26/2018,66.07,45.89,0
1/25/2018,61.84,48.6,0
1/24/2018,74.98,52.16,0
1/23/2018,74.56,49.74,0
1/22/2018,67.98,46.47,0
1/21/2018,63.38,43.88,0
1/20/2018,61.89,50.55,0.001
1/19/2018,62.58,53.71,0.0215
1/18/2018,74.67,56.32,0
1/17/2018,77.69,54.94,0
1/16/2018,70.38,53.9,0
1/15/2018,71.17,52.68,0
1/14/2018,81.64,59.63,0
1/13/2018,83.72,57.76,0
1/12/2018,73.56,52.45,0.0015
1/11/2018,70.08,50.01,0.0055
1/10/2018,63.78,49.67,0.0435
1/9/2018,61.44,51.51,0.7815
1/8/2018,66.2,60.68,0.4495
1/7/2018,72.22,56.44,0
1/6/2018,68.73,58.53,0
1/5/2018,72.61,55.68,0
1/4/2018,75.29,55.5,0
1/3/2018,74.21,56.89,0
1/2/2018,77.53,54.88,0
1/1/2018,71.5,49.5,0
12/31/2017,68.26,51.74,0
12/30/2017,74.25,51.44,0.0015
12/29/2017,82.56,53.53,0
12/28/2017,80.9,50.8,0
12/27/2017,77.17,49.41,0.001
12/26/2017,67.76,48.67,0
12/25/2017,68.85,47.03,0
12/24/2017,73.82,48.91,0
12/23/2017,66.97,47.12,0
12/22/2017,65.36,42.67,0
12/21/2017,62.06,45.32,0
12/20/2017,59.71,46.99,0.0075
12/19/2017,68.24,48.32,0
12/18/2017,71.2,50.55,0
12/17/2017,70.75,53.06,0
12/16/2017,66.84,53.34,0
12/15/2017,80.54,54.66,0
12/14/2017,77.04,50.52,0
12/13/2017,81.44,54.27,0
12/12/2017,82.07,55.27,0
12/11/2017,80.67,59.06,0
12/10/2017,81.59,58.17,0
12/9/2017,83.22,56.58,0
12/8/2017,78.34,55.11,0
12/7/2017,78.14,57.36,0
12/6/2017,75.98,50.65,0
12/5/2017,69.7,54.88,0
12/4/2017,70.27,51.85,0
12/3/2017,69.03,52.03,0
12/2/2017,76.24,52.83,0
12/1/2017,74.24,53.77,0
11/30/2017,74.73,52.16,0.0015
11/29/2017,74.61,53.07,0
11/28/2017,75.77,50.25,0
11/27/2017,66.45,54.97,0.031
11/26/2017,72.71,57.41,0
11/25/2017,83.46,60.3,0
11/24/2017,85.18,60.66,0
11/23/2017,92.17,67.05,0
11/22/2017,94.48,65.81,0
11/21/2017,86.4,60.33,0
11/20/2017,74.8,52.74,0
11/19/2017,76.21,55.17,0
11/18/2017,76.91,55.23,0.0015
11/17/2017,72.58,60.13,0.006
11/16/2017,77.92,60.27,0
11/15/2017,78.67,58.65,0
11/14/2017,78.11,54.96,0
11/13/2017,74.04,53,0
11/12/2017,69.33,55.65,0
11/11/2017,71.97,53.25,0
11/10/2017,69.73,57.01,0
11/9/2017,71.37,59.62,0
11/8/2017,76.02,56.72,0
11/7/2017,75.3,58.81,0
11/6/2017,71.51,57.75,0
11/5/2017,69.73,58.77,0.0235
11/4/2017,71.64,55.7,0
11/3/2017,69.09,58.54,0
11/2/2017,65.45,60.58,0.025
11/1/2017,70.53,62.48,0
10/31/2017,67.97,62.03,0.018
10/30/2017,68.54,62.96,0.0025
10/29/2017,73.02,61.06,0
10/28/2017,81.67,61.58,0
10/27/2017,86.59,62.95,0
10/26/2017,91.96,66.11,0
10/25/2017,99.32,74.34,0
10/24/2017,102.99,79.45,0
10/23/2017,102.22,70.54,0
10/22/2017,92.78,64.08,0
10/21/2017,77.86,58.29,0
10/20/2017,72.14,62.86,0.0065
10/19/2017,75.92,63.84,0
10/18/2017,85.33,66.86,0
10/17/2017,92.71,67.94,0
10/16/2017,95.96,66.5,0
10/15/2017,94.95,64.35,0
10/14/2017,86.9,58.23,0.001
10/13/2017,77.71,57.71,0
10/12/2017,76.17,60.15,0
10/11/2017,77.46,59.17,0
10/10/2017,85.26,60.31,0
10/9/2017,84.53,62.43,0
10/8/2017,79.13,62.55,0
10/7/2017,95.68,64.18,0
10/6/2017,93.38,60.27,0
10/5/2017,84.44,57.93,0
10/4/2017,79.84,57.53,0
10/3/2017,72.94,61.2,0.001
10/2/2017,76.93,61.51,0
10/1/2017,77.33,64.5,0
9/30/2017,79.94,63.34,0
9/29/2017,89.56,64.16,0
9/28/2017,90.38,62.63,0.0015
9/27/2017,86.76,62.23,0
9/26/2017,84.4,62.21,0
9/25/2017,86.85,62.18,0
9/24/2017,83.24,57.69,0
9/23/2017,74.65,56.03,0
9/22/2017,73.03,57.11,0
9/21/2017,70.96,61.58,0.039
9/20/2017,76.73,63.46,0
9/19/2017,75.41,66.02,0
9/18/2017,77.73,61.33,0
9/17/2017,74.98,65.12,0
9/16/2017,78.53,63.07,0
9/15/2017,74.91,64.95,0
9/14/2017,74.33,62.13,0
9/13/2017,78.41,65.42,0
9/12/2017,82.77,68.52,0
9/11/2017,90.94,71.53,0.0035
9/10/2017,93.56,67.46,0
9/9/2017,84.73,66.23,0
9/8/2017,82.91,66.25,0
9/7/2017,87.27,66.06,0
9/6/2017,85.49,69.67,0.0045
9/5/2017,86.51,69.68,0.0025
9/4/2017,82.1,71.82,0.023
9/3/2017,94.94,75.75,0.1115
9/2/2017,98.55,77.28,0
9/1/2017,103.95,75.69,0
8/31/2017,102.28,74.97,0
8/30/2017,97.69,72.7,0.003
8/29/2017,98.28,72.52,0
8/28/2017,94.22,68.87,0
8/27/2017,87.63,67.45,0
8/26/2017,88.94,66.33,0
8/25/2017,81.17,66.38,0
8/24/2017,81.09,66.36,0
8/23/2017,80.13,66.21,0
8/22/2017,83.3,64.13,0
8/21/2017,81.67,67.21,0
8/20/2017,80.45,65.7,0
8/19/2017,81.41,65.09,0
8/18/2017,82.05,64.69,0
8/17/2017,81.52,63.6,0
8/16/2017,78.62,65.91,0
8/15/2017,75.92,66.15,0
8/14/2017,80.3,66.72,0
8/13/2017,85.35,66.37,0
8/12/2017,85.34,66.56,0
8/11/2017,87.13,66.91,0
8/10/2017,86.49,66.95,0
8/9/2017,85.65,65.73,0
8/8/2017,87.76,66.41,0
8/7/2017,85.02,66.76,0
8/6/2017,83.62,68.64,0
8/5/2017,84.78,68.65,0
8/4/2017,88.08,71.8,0
8/3/2017,91.56,75.51,0
8/2/2017,92.4,75.05,0
8/1/2017,94.22,69.69,0.0165
7/31/2017,85.14,66.37,0
7/30/2017,83.98,68.34,0
7/29/2017,86.82,66.14,0
7/28/2017,83.9,66.36,0
7/27/2017,87.18,66.26,0
7/26/2017,83.89,67.55,0
7/25/2017,83.46,68.88,0
7/24/2017,79.53,68.26,0
7/23/2017,87.05,68.28,0
7/22/2017,85.76,67.17,0
7/21/2017,84.53,66.8,0
7/20/2017,87.56,68.24,0.001
7/19/2017,86.36,68.04,0
7/18/2017,85.82,67.24,0
7/17/2017,84.7,68.5,0
7/16/2017,84.11,69.19,0
7/15/2017,86.91,67.72,0
7/14/2017,85.35,66,0
7/13/2017,85.54,66.68,0
7/12/2017,85.51,67.33,0
7/11/2017,87.04,69.29,0
7/10/2017,90.45,72.85,0
7/9/2017,94.13,71.38,0
7/8/2017,97.98,72.7,0
7/7/2017,95.97,70.58,0
7/6/2017,90.85,66.85,0
7/5/2017,87.12,65.65,0
7/4/2017,89.16,63.96,0
7/3/2017,87.28,62.35,0
7/2/2017,81.41,64.43,0
7/1/2017,78.18,63.02,0
6/30/2017,79.37,63.69,0.002
6/29/2017,78.43,63.53,0
6/28/2017,80.7,62.31,0
6/27/2017,89.26,66.5,0
6/26/2017,93.55,68.77,0
6/25/2017,94.45,65.08,0
6/24/2017,80.75,64.01,0
6/23/2017,79.97,64.66,0
6/22/2017,80.62,64.72,0
6/21/2017,87.52,66.77,0
6/20/2017,89.1,65.16,0
6/19/2017,88.51,65.27,0
6/18/2017,85.98,63.98,0
6/17/2017,88.07,64.09,0
6/16/2017,89.04,64.08,0
6/15/2017,87.26,62.43,0
6/14/2017,85.15,60.48,0
6/13/2017,78.99,56.97,0
6/12/2017,73.14,56.55,0
6/11/2017,68.65,60.35,0.003
6/10/2017,70.68,62.34,0.0025
6/9/2017,76.13,57.87,0
6/8/2017,71.65,61.41,0.004
6/7/2017,73.61,61.73,0.001
6/6/2017,72.58,62.95,0
6/5/2017,76.19,61.45,0
6/4/2017,78.27,62.87,0
6/3/2017,79.94,62.53,0
6/2/2017,80.33,60.25,0
6/1/2017,74.27,61.29,0.002
5/31/2017,68.66,61.13,0
5/30/2017,74.01,61.08,0
5/29/2017,74.85,59.2,0
5/28/2017,77.6,56.59,0
5/27/2017,72.27,56.91,0
5/26/2017,69.2,60.09,0
5/25/2017,67.92,59.35,0
5/24/2017,76.8,59.35,0
5/23/2017,82.81,61.1,0
5/22/2017,82.28,61.32,0
5/21/2017,87.08,63.81,0
5/20/2017,90.63,62.25,0
5/19/2017,85.23,58.97,0
5/18/2017,75.02,54.48,0
5/17/2017,66.31,55.84,0
5/16/2017,65.49,52.44,0
5/15/2017,62.39,55.11,0.029
5/14/2017,69.37,54.26,0.041
5/13/2017,72.72,56.1,0
5/12/2017,72.66,56.71,0
5/11/2017,73.18,56.47,0
5/10/2017,66.8,59.49,0.001
5/9/2017,67.56,55.97,0
5/8/2017,71.43,48.62,0.0025
5/7/2017,61.15,49.15,0.165
5/6/2017,61.78,52.79,0.033
5/5/2017,72.22,59.24,0
5/4/2017,80.77,61.6,0
5/3/2017,84.58,61.43,0
5/2/2017,84.04,60.57,0
5/1/2017,83.8,58.46,0
4/30/2017,83.74,58.55,0
4/29/2017,82.97,65.15,0
4/28/2017,80.65,63.44,0
4/27/2017,79.19,59.6,0
4/26/2017,78.07,58.53,0
4/25/2017,73.86,58.76,0
4/24/2017,70.6,58.79,0
4/23/2017,77.2,60.11,0
4/22/2017,88.68,61.14,0
4/21/2017,87.06,58.75,0
4/20/2017,77.23,56.1,0
4/19/2017,73.23,59.42,0
4/18/2017,73.52,60.39,0
4/17/2017,74.39,54.41,0
4/16/2017,76.53,55.31,0
4/15/2017,75.47,51.52,0
4/14/2017,68.6,51.38,0.0015
4/13/2017,68.89,54.85,0
4/12/2017,72.35,53.66,0
4/11/2017,73.52,52.51,0
4/10/2017,76.43,51.23,0
4/9/2017,70.4,50.36,0
4/8/2017,66.21,55.54,0.1435
4/7/2017,71.8,56.07,0
4/6/2017,76.85,57.85,0
4/5/2017,83.11,56.37,0
4/4/2017,74.67,56.85,0
4/3/2017,66.64,55.46,0
4/2/2017,75.07,54.61,0
4/1/2017,74.66,51.37,0
3/31/2017,70.31,55.63,0
3/30/2017,71.82,56.26,0
3/29/2017,82.26,55.04,0
3/28/2017,76.98,53.61,0
3/27/2017,70.9,53.1,0
3/26/2017,67.1,53.13,0
3/25/2017,66.82,53.51,0.0015
3/24/2017,69.67,50.22,0
3/23/2017,67.5,52.39,0
3/22/2017,65.61,56.1,0.023
3/21/2017,63.87,55.31,0.1955
3/20/2017,68.74,57.64,0
3/19/2017,75.42,55.8,0
3/18/2017,74.13,56.4,0
3/17/2017,79.42,56.52,0
3/16/2017,76.9,57.01,0
3/15/2017,82.94,59.2,0
3/14/2017,87.18,56.38,0.0025
3/13/2017,86.32,57.5,0
3/12/2017,85.2,55.88,0
3/11/2017,81.16,55.54,0
3/10/2017,81.01,56.35,0
3/9/2017,84.49,56.51,0
3/8/2017,82.38,54.19,0
3/7/2017,73.91,47.69,0
3/6/2017,62.83,44.14,0
3/5/2017,58.76,48.5,0.124
3/4/2017,67.66,51.86,0
3/3/2017,79.82,53.8,0
3/2/2017,77.96,52.56,0
3/1/2017,73.1,46.49,0
2/28/2017,63.09,46.58,0
2/27/2017,56.98,49.69,0.0285
2/26/2017,55.89,47.49,0.1285
2/25/2017,61.48,42.48,0
2/24/2017,61.9,42.57,0
2/23/2017,60.03,47.01,0
2/22/2017,62.66,51.69,0.01
2/21/2017,65.51,57.33,0.0445
2/20/2017,62,52.86,0.0425
2/19/2017,59.33,51.82,0.029
2/18/2017,58.61,51.49,0.139
2/17/2017,58.29,51.96,1.554
2/16/2017,68.11,53.63,0.001
2/15/2017,78.09,52.12,0.003
2/14/2017,71.06,54.76,0
2/13/2017,74.08,54.12,0
2/12/2017,72.88,49.85,0.001
2/11/2017,61.4,53.46,0.1205
2/10/2017,63.07,56.84,0.226
2/9/2017,74.82,57.57,0.003
2/8/2017,70,59.12,0.041
2/7/2017,63,58.12,0.121
2/6/2017,59.23,53.24,0.5135
2/5/2017,58.23,52.03,0.0015
2/4/2017,64,54.43,0
2/3/2017,59.5,55.63,0.206
2/2/2017,66.06,49.44,0
2/1/2017,69.69,49.25,0
1/31/2017,74.42,50.9,0
1/30/2017,78.43,53.27,0
1/29/2017,77.67,50.51,0
1/28/2017,73.06,46.94,0
1/27/2017,62.1,48,0
1/26/2017,62.18,41.49,0.002
1/25/2017,58.89,41.27,0.002
1/24/2017,55.6,40.4,0.011
1/23/2017,53.74,44.43,0.359
1/22/2017,54.59,50.06,1.6585
1/21/2017,60.16,46.5,0.007
1/20/2017,56.76,51.04,1.584
1/19/2017,61.39,52.4,0.7805
1/18/2017,59.54,46.98,0.0925
1/17/2017,66.14,46.6,0.0015
1/16/2017,64.52,51.43,0
1/15/2017,62.49,50.18,0
1/14/2017,69.26,48.96,0.004
1/13/2017,60.31,48.49,0.0085
1/12/2017,55.25,50.96,0.577
1/11/2017,63.67,54.69,0.4245
1/10/2017,58.32,50.8,0.144
1/9/2017,61.28,54.4,0.923
1/8/2017,76.01,54.89,0
1/7/2017,68.66,52.25,0.1325
1/6/2017,64.04,50.32,0.002
1/5/2017,61.04,55.28,0.3535
1/4/2017,61.2,47.91,0.041
1/3/2017,58.54,47.56,0
1/2/2017,55.88,50.13,0.001
1/1/2017,57.81,42.56,0.0035
12/31/2016,56.71,47.05,0.187
12/30/2016,63.09,55.24,0.2585
12/29/2016,79.85,54.9,0
12/28/2016,77.86,52.52,0
12/27/2016,70.39,47.45,0
12/26/2016,61.45,45.16,0.001
12/25/2016,55.94,40.88,0.001
12/24/2016,56.29,46.62,0.78
12/23/2016,60.53,52.01,1.329
12/22/2016,63.31,54.01,0.3485
12/21/2016,66.11,55.51,0.5405
12/20/2016,77.27,49.93,3.2865
12/19/2016,69.58,46.56,0
12/18/2016,64.44,42.11,0
12/17/2016,59.32,45.28,0.001
12/16/2016,60.45,51.31,0.553
12/15/2016,65.35,54.65,0.3115
12/14/2016,70.41,52.08,0
12/13/2016,66.02,55.3,0
12/12/2016,66.06,57.19,0
12/11/2016,64.48,58.98,0.0035
12/10/2016,65.02,53.83,0
12/9/2016,65.01,51.65,0
12/8/2016,66.04,49.7,0
12/7/2016,63.47,51.16,0
12/6/2016,63.46,53.67,0
12/5/2016,65.77,49.33,0
12/4/2016,71.73,47.26,0
12/3/2016,68.38,46.78,0
12/2/2016,64.08,51.35,0
12/1/2016,65.2,49.6,0
11/30/2016,66.6,47.39,0
11/29/2016,68.23,48.67,0.0025
11/28/2016,62.52,46.48,0
11/27/2016,60.54,50.11,0.033
11/26/2016,62.34,47.21,0.4175
11/25/2016,75.37,52.37,0
11/24/2016,79.24,53.59,0.003
11/23/2016,70.16,51.2,0.002
11/22/2016,69.31,52.37,0
11/21/2016,65.91,55.66,0.385
11/20/2016,64.86,55.94,0.3185
11/19/2016,73.63,51.5,0.0105
11/18/2016,77.58,55.52,0
11/17/2016,70.74,52.97,0
11/16/2016,69.58,56.68,0.0015
11/15/2016,78.41,58.04,0
11/14/2016,86.82,61.73,0
11/13/2016,87.81,61.54,0.0035
11/12/2016,83.17,62.67,0
11/11/2016,86.92,63.96,0
11/10/2016,89.97,66.32,0
11/9/2016,93.17,68.62,0
11/8/2016,90.67,60.12,0.001
11/7/2016,80.13,58.34,0.002
11/6/2016,75.58,57.89,0.001
11/5/2016,82.5,59.42,0.0025
11/4/2016,82.23,60.87,0
11/3/2016,85.67,64.35,0
11/2/2016,79.67,54.4,0.0015
11/1/2016,68.77,55.92,0.001
10/31/2016,69.18,57.01,0.0035
10/30/2016,69.79,62.35,0.0915
10/29/2016,80.53,61.71,0
10/28/2016,76.77,64.95,0.0345
10/27/2016,81.32,62.38,0
10/26/2016,78.28,59.7,0
